입찰공고명,공고기관명,기초금액,개찰일자,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체주소
유도무기 신뢰수준 및 시험사격 적정수량 연구,방위사업청(운영지원과),0,2024-02-07,45000000,90,2024-05-22,(사)21세기군사연구소,김진욱,박계향,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)"
24-M-이동식화장실 및 샤워장 임차용역,국군재정관리단,149880000,2024-02-07,132176175,87.753,2024-02-07,강산하우징,강신대,강신대,충청북도 충주시 신니면 신덕로56
[일반-24-4] '24년 음식물쓰레기 위탁처리 용역,수도방위사령부,114580000,2024-02-07,96527000,84.245,2024-02-14,우리산업,김순희,김순희,경기도 여주시 가남읍 경충대로1527-3
24년 도하장비 외주정비 용역(강원),제5378부대,190000000,2024-02-07,166850000,87.963,2024-02-07,주식회사 룩스그린,김권호,김성웅,경기도 화성시 서신면 화남공단로114-13
24-N-해군지 제작 용역,국군재정관리단,145360000,2024-02-07,127894710,87.752,2024-02-07,방형식디자인,이승환,박신혜,"서울특별시 금천구 가산디지털2로 98, 2동 1203호(가산동, IT캐슬)"
24-M-병영시설 민간 전문방제 위탁 용역,국군재정관리단,969640000,2024-02-07,761606048,78.18,2024-03-20,주식회사 케어원,김호영,용찬휘,"서울특별시 강남구 역삼로148, 3층 (역삼동, 굿잡빌딩)"
2024년 의료폐기물 위탁처리 용역,국군수도병원,152880000,2024-02-08,130479500,85.497,2024-02-08,주식회사 에코비트로직스중부,양승한,김홍규,충청남도 금산군 복수면 수영길20
2024년 음식물폐기물 위탁처리 용역,국군수도병원,117982200,2024-02-08,99335000,84.287,2024-02-08,오션환경,김진태,김진태,경기도 광명시 범안로1035-0 (하안동)
(24F016-A) 창정비장비 및 위탁용역 수송,국군재정관리단,529636540,2024-02-08,441987703,83.242,2024-02-08,주식회사 한진,노삼석,은우람,서울특별시 중구 남대문로63-0 (남대문로2가))
(24F023-B) '24년 음식물류 폐기물 위탁처리 용역,국군재정관리단,444205880,2024-02-08,357698523,80.523,2024-02-08,중원산업,김경민,김경민,"충청북도 충주시 대소원면 산정독정길222, 경복빌딩 203호"
24-진 해상식당 민간위탁 급식 용역,제7001부대,19557257600,2024-02-13,19557257600,100,2024-02-27,주식회사 풀무원푸드앤컬처,이동훈,김상철,서울특별시 송파구 송파대로34길29(송파동)
(육성)청주 '24년 예비군 수송버스 임차용역,제5019부대,196000000,2024-02-13,173872500,88.42,2024-02-13,주식회사 스카이투어,박창용,박영재,"충청북도 청주시 서원구 남지로21번길9-0 (미평동, BJ산림개발)"
실험실감정장비(LIMS)유지보수 용역,국방부유해발굴감식단,24982406,2024-02-13,21923300,87.905,2024-02-13,경안이엔지(주),금동중,김은영,"서울특별시 광진구 아차산로78길110-0 (광장동, 리버힐오피스텔) 310"
00부대 버스 임차 용역(11-24-용-1),특수전사령부,130000000,2024-02-14,114723400,88.147,2024-02-14,(유)나라고속,지상룡,지상룡,광주광역시 남구 송암로24번가길10(송하동)
00부대 버스 임차 용역(13-24-용-1),특수전사령부,67485180,2024-02-14,61546500,90.285,2024-02-14,(주)대원고속관광,김동현,조성민,"대전광역시 중구 태평로44번길27, 309호(유천동, 현암에버드림)"
위탁처리 용역,특수전사령부,170,2024-02-14,143,84.533,2024-02-14,에봇농장,김성희,김성희,경기도 연천군 청산면 평화로151번길43-0
24년 자동차 임차용역(1차),육군제8971부대,36705882,2024-02-14,35100000,96.215,2024-02-14,주식회사 레드캡투어,인유성,김병직,"서울특별시 중구 을지로100, 비동 19층(을지로2가, 파인에비뉴)"
23-3차 아크부대 재보급물자 수송관리 용역,국군수송사령부,174535700,2024-02-14,152580500,87.8,2024-02-14,(주)에스티해운,오성택,김동현,서울특별시 서초구 서초동1660-26 골드빌딩 2층
24-평 폐기물(음식물류) 처리 용역,제9911부대,132600000,2024-02-14,111540000,84.898,2024-02-15,이엘투엘주식회사,원관호,박순성,경기도 안성시 원곡면 산하리395번지
24-F-공군 체력단련장 체육시설업자 배상책임보험,국군재정관리단,152040000,2024-02-14,106312100,70.176,2024-02-14,삼성화재해상보험 주식회사,이문화,김지수,서울특별시 서초구 서초대로74길14 (서초동)
24-M-육로화물 수송 용역,국군재정관리단,1392230000,2024-02-14,1081910000,78.261,2024-02-14,현대글로비스 주식회사,이규복,조재환,"서울특별시 성동구 왕십리로83-21 (성수동1가, 아크로 서울포레스트)"
24-1차 일반폐기물 위탁처리 용역,육군제7789부대,144401960,2024-02-15,121658600,84.393,2024-02-16,주식회사 조은환경개발,김애경,김애경,경기도 양주시 칠봉산로314번길101-0 (봉양동)
24-1차 지정폐기물 위탁처리 용역,육군제7789부대,126575490,2024-02-15,106804398,84.749,2024-02-16,(주)케이에스에너지,김광수,이재석,경기도 화성시 정남면 내향로240-55 (주)케이에스에너지
24년 민수용 감시장비 외주정비 용역,제5378부대,20000000,2024-02-15,17840000,88.584,2024-02-15,(주)유투에스알,윤사빈,홍희주,"경기도 고양시 일산동구 하늘마을로158-0 (중산동) 대방트리플라온 C동 1101호, 1103호"
24년 음식물류 폐기물 수거 및 위탁처리 용역,제17보병사단,222033000,2024-02-15,178169130,80.909,2024-02-15,부자농장,김승규,김승규,경기도 연천군 미산면 동이리274-1
국제 해양영역인식 협력 방안 연구,국방부(운영지원과),0,2024-02-15,29000000,89.578,2024-02-28,호원대학교 산학협력단,정의붕,배미선,"전북특별자치도 군산시 임피면 호원대3길 64,"
해안복합감시체계 사업 비용분석,방위사업청(운영지원과),0,2024-02-15,29000000,96.666,2024-04-07,사단법인 안보경영연구원,전건욱,조대현,"서울특별시 강남구 언주로527, 10층 (역삼동)"
24-인-내진보강 등 3건 설계용역,제2002부대,100672460,2024-02-15,88713000,87.757,2024-02-15,건축사사무소예가,곽영구,곽영구,경기도 평택시 서정로 282()
24-해병-군악연주회 시행 대행 용역,제9691부대,117976600,2024-02-15,103000000,87.266,2024-02-15,주식회사 이음에듀테인먼트,박하늘,박하늘,"서울특별시 관악구 은천로93, 502동201호(봉천동, 벽산블루밍아파트)"
[24-육-21] 경계시스템 외주정비용역,육군본부,108150060,2024-02-16,95044620,87.903,2024-02-16,온세계정보통신(주),박미경,전은별,대전광역시 동구 태전로147번길9(삼성동)
00부대 취사식당 신축공사 건축 감리용역,육군 52보병사단,201390000,2024-02-16,178736870,87.755,2024-02-16,이안건축사사무소,원명숙,원명숙,"경기도 성남시 수정구 위례동로135, 802-35호(창곡동, 신성위캐슬타워)"
노고산 예비군훈련대 영상모의사격장비 유지보수,제3697부대,88182350,2024-02-16,77600000,87.786,2024-02-16,주식회사 코테스,고기종,고기종,충청북도 청주시 흥덕구 비하로59-2 (비하동)
노고산 예비군훈련대 스마트관제장비 유지보수,제3697부대,70720580,2024-02-16,62184086,89.139,2024-02-16,(주) 투데이게이트,김익훈,장동윤,"서울특별시 금천구 디지털로9길32-0 (가산동, 갑을 그레이트밸리) 비동 804호"
노고산 금곡 예비군훈련대 교전훈련장비 유지보수,제3697부대,128896070,2024-02-16,114265800,88.302,2024-02-26,(주)네스랩,이재호,홍성혜,대전광역시 유성구 테크노2로 194()
금곡 예비군훈련대 VR영상모의사격장비 유지보수,제3697부대,98697050,2024-02-16,86783390,87.888,2024-02-16,(주) 투데이게이트,김익훈,장동윤,"서울특별시 금천구 디지털로9길32-0 (가산동, 갑을 그레이트밸리) 비동 804호"
(24F008-B) '24년 지뢰(불발탄)제거 인원보험 가입,국군재정관리단,448798000,2024-02-16,291233320,64.821,2024-02-16,농협손해보험 주식회사,서국동,홍미라,서울특별시 서대문구 충정로60-0 (미근동)
(24F013-B) 24년 사업장 비배출시설계 폐기물처리용역,국군재정관리단,537400000,2024-02-16,440944000,82.103,2024-02-16,동원실업,최광섭,정미희,강원도 춘천시 칠전동산 32
24-N-00사 제초용역,국군재정관리단,231870000,2024-02-16,203386500,87.995,2024-02-16,주식회사 온숲조경,김문현,이강재,경상남도 창원시 의창구 하남천서길45-0 (도계동)
(24F035-B) 24년 음식물류 폐기물 위탁처리 용역,국군재정관리단,249600000,2024-02-16,200885520,80.692,2024-02-16,우리산업,김순희,김순희,경기도 여주시 가남읍 경충대로1527-3
(24F002-G) 24년 영구기록물 DB구축용역,국군재정관리단,1567913254,2024-02-16,1238400000,78.286,2024-02-16,랜드소프트 주식회사,강세영,강세영,"서울특별시 서초구 서래로37, 2,3층(반포동)"
24-M-부식 민간위탁 배송 용역,국군재정관리단,1772790000,2024-02-16,1593000000,90.34,2024-02-16,용마로지스주식회사,이종철,김성호,"경기도 김포시 고촌읍 아라육로78, 2동"
(24F017-I) 24년 일반화물 수송 용역,국군재정관리단,1108248039,2024-02-16,876566000,78.499,2024-02-16,(주)한익스프레스,유인철,김주헌,경기도 화성시 양감면 초록로103
(24F030-A) 육로수송용역(일반화물),국군재정관리단,708472200,2024-02-16,587670600,82.995,2024-02-16,용마로지스주식회사,이종철,김성호,"경기도 김포시 고촌읍 아라육로78, 2동"
 '24년 음식물류 폐기물 처리 용역,공군제5공중기동비행단,164611760,2024-02-19,139190700,84.928,2024-02-19,(주)피마,김영수,김강용,부산광역시 강서구 녹산산업북로465-0 (송정동)
24년 00부대 제초(예초)관리용역,지상작전사령부,101265710,2024-02-19,88268227,87.755,2024-02-19,(주)삼림,강언모,강언모,경기도 화성시 하가등길20-2 (봉담읍)
24-해사 학보 제작 용역,해군사관학교,34300000,2024-02-19,33256650,97.96,2024-02-21,주식회사 리컴퍼니,최성미,박서연,"경상남도 창원시 의창구 용동로83번안길7, 308호, 309호(사림동, 미래드림)"
탄도탄 조기경보레이다 냉각체계 유지보수,공군군수사령부,479108480,2024-02-20,411899920,86.659,2024-02-20,(주)신우이엔지,하민호,하민호,전라남도 담양군 대전면 갈전길22
24년 특수무기 전력변환기(천마  비호) 외주정비 용역,제5378부대,829000000,2024-02-20,693460000,83.847,2024-02-20,(주)이화일렉콤,이정상,전상열,경기도 광주시 회안대로1061-55 (송정동)
24년 음식물류 폐기물 수집 및 위탁처리 용역,수도기계화보병사단,205600000,2024-02-20,174203660,84.407,2024-02-20,주식회사 데일리환경,공현진,공현진,"경기도 가평군 청평면 경춘로871-0, 5층 503-22호"
24년 작계훈련 무기수송차량 임차(1권역),제5067부대,46730000,2024-02-20,41234300,87.862,2024-02-20,태산솔루션,이승호,이승호,"경기도 광명시 오리로923, 1층(광명동, 대성빌딩)"
24년 작계훈련 무기수송차량 임차(2권역),제5067부대,50820000,2024-02-20,44605440,87.895,2024-02-20,주식회사 덕수기업,이진하,이진하,경기도 화성시 안녕동 안녕북길39-11
24년 작계훈련 무기수송차량 임차(3권역),제5067부대,17460000,2024-02-20,15411660,88.585,2024-02-20,태산솔루션,이승호,이승호,"경기도 광명시 오리로923, 1층(광명동, 대성빌딩)"
24년 작계훈련 무기수송 차량 임차,제3697부대,119856860,2024-02-20,105765000,88.364,2024-02-20,주식회사 동성물류,이병국,이병국,경기도 평택시 포승읍 평택항만길73 평택항마린센터 1102호
24년 사이버보안 취약점 진단 사업,방위사업청(운영지원과),0,2024-02-20,2700000000,89.88,2024-03-24,주식회사 에프원시큐리티,이대호,전소영,"서울특별시 금천구 벚꽃로234, 14층 1402호 (가산동, 에이스하이엔드타워6차)"
24년 음식물쓰레기 위탁처리용역,제6953부대,102261660,2024-02-20,86094680,84.247,2024-02-20,태민환경,전혜경,전혜경,"경기도 가평군 가평읍 보납로22, 2층 나호"
17년 사이버대응 훈련센터 구축 유지보수 용역,육군정보통신학교,30527980,2024-02-21,27078623,87.768,2024-02-21,영현정보통신(주),김두식,최익헌,"서울특별시 구로구 공원로6나길12-0 (구로동,경방빌딩) 301호"
18년 사이버 온라인 교육센터 교체 유지보수 용역,육군정보통신학교,42340900,2024-02-21,37353142,87.823,2024-02-21,(주)두두아이티,박영선,유형우,"서울특별시 금천구 가마산로96, 207호, 212호, 213호, 214호(가산동, 대륭테크노타운8차)"
19년 사이버 대응 훈련센터 보강사업 유지보수 용역,육군정보통신학교,48386520,2024-02-21,42515000,87.803,2024-02-21,주식회사 빛을 꿈꾸는 사람들,김상희,김종욱,"전라남도 여수시 대통로47-1,2층(화장동)"
21년 사이버 온라인 교육센터 교체 유지보수 용역,육군정보통신학교,22115660,2024-02-21,19266000,88.323,2024-02-21,구루멘토링 주식회사,최동양,최동양,"서울특별시 구로구 디지털로243, 705호(구로동, 지하이시티)"
세척기  로드휠 외주정비 용역,제2879부대,44629000,2024-02-21,44611560,99.006,2024-02-21,지티티산업,정윤우,정윤우,경상남도 창원시 의창구 차룡로48번길44-0 (팔용동) 스마트업타워 504호
레이저가공기 외주정비 용역,제2879부대,50953000,2024-02-21,44672690,88.156,2024-02-21,동창원산업(주),정창,문혜영,경상남도 의령군 용덕면 의합대로123-7
24년 음식물류 폐기물 위탁처리용역,제2621부대,415736600,2024-02-21,332591100,80.527,2024-02-21,(주)푸른농장,이관영,이소형,강원특별자치도 춘천시 동면 소양강로304-12
53사단 의무근무대 신축 건축공사감리(상주)용역,육군제53보병사단,228503000,2024-02-21,199359300,87.755,2024-02-21,예담종합건축사사무소,장동근,장동근,부산광역시 사하구 낙동대로398번길6-0 1층(당리동)
24-진-03 음식물류 폐기물 처리용역,제7001부대,111800000,2024-02-21,94561429,84.359,2024-02-21,누리바이오텍주식회사,김유정,김유정,경상남도 거제시 피솔길 193()
24-B-무인감시장비 및 열 영상카메라 유지보수 용역,제9196부대,293501304,2024-02-21,249759360,85.608,2024-02-21,주식회사 에이아이네트웍,김은형,김도연,"경기도 안성시 공단로19-0 (신건지동), 가동 2층"
24-Y-얼음냉온정수기 임차 용역(24~27년),연평부대,106729410,2024-02-21,93804610,87.774,2024-02-21,지뉴 주식회사,박혜은,박혜은,"경기도 안산시 상록구 샘골로136, 2층 204-401호(본오동)"
24년 오수/폐수처리시설 관리 용역,공군제3방공유도탄여단,163045090,2024-02-21,143372360,87.839,2024-02-21,(주)동산환경,한운철,한동일,경기도 평택시 배미2길21-1 (합정동)
24-F-오ㆍ폐수 처리시설 관리용역,국군재정관리단,184670000,2024-02-22,162408140,87.771,2024-02-22,(주)영동엔지니어링,김억조,임연실,"부산광역시 사상구 백양대로 483, 대양빌딩4층(주례동)"
24년 00부대 기계설비 성능점검용역,제2879부대,117731000,2024-02-22,104813667,88.375,2024-02-22,경상엔지니어링,조재홍,이광순,"경상남도 창원시 성산구 삼동로128번길85 (내동, 엑스포상가 307호)"
